0,0.0004,32.7758
0.1,0.0004,33.1362
0.2,0.0005,39.9324
0.3,0.0007,51.121
0.4,0.0008,59.9783
0.5,0.0009,64.1446
0.6,0.0011,72.3096
0.7,0.0011,76.4445
0.8,0.0013,83.8607
0.9,0.0014,87.5054
1,0.0015,94.46
1.1,0.0016,98.6135
1.2,0.0017,105.1191
1.3,0.0018,109.087
1.4,0.0019,114.9456
1.5,0.002,119.619
1.6,0.0022,124.7578
1.7,0.0023,129.5157
1.8,0.0024,134.0051
1.9,0.0025,139.3289
2,0.0026,143.0951
2.1,0.0027,148.7555
2.2,0.0028,152.0202
2.3,0.0029,158.3185
2.4,0.003,160.9284
2.5,0.0032,167.1044
2.6,0.0033,169.5446
2.7,0.0034,175.1377
2.8,0.0035,177.9852
2.9,0.0036,183.9219
3,0.0037,186.0805
3.1,0.0038,191.4731
3.2,0.0039,194.7306
3.3,0.0041,199.6006
3.4,0.0041,202.6386
3.5,0.0043,207.1065
3.6,0.0044,211.0951
3.7,0.0045,214.7582
3.8,0.0046,219.0748
3.9,0.0047,222.347
4,0.0048,227.1593
4.1,0.0049,229.7709
4.2,0.005,235.1741
4.3,0.0051,237.2611
4.4,0.0053,242.5965
4.5,0.0054,244.9003
4.6,0.0055,250.1218
4.7,0.0056,252.0367
4.8,0.0057,257.5232
4.9,0.0058,259.3583
5,0.0059,264.531
5.1,0.006,266.843
5.2,0.0062,271.2292
5.3,0.0063,274.423
5.4,0.0064,278.1564
5.5,0.0065,281.1424
5.6,0.0066,284.7189
5.7,0.0067,288.5289
5.8,0.0068,291.1587
5.9,0.0069,295.1514
6,0.007,297.4456
6.1,0.0072,302.0029
6.2,0.0073,303.7727
6.3,0.0074,308.5041
6.4,0.0075,310.1055
6.5,0.0076,314.9107
6.6,0.0077,316.5348
6.7,0.0078,321.4158
6.8,0.0079,322.6315
6.9,0.0081,327.4345
7,0.0081,329.4352
7.1,0.0083,333.2742
7.2,0.0084,335.505
7.3,0.0085,339.6001
7.4,0.0086,342.0874
7.5,0.0087,345.2024
7.6,0.0088,348.3261
7.7,0.0089,350.9931
7.8,0.009,354.8861
7.9,0.0092,356.7712
8,0.0093,360.8092
8.1,0.0094,362.2984
8.2,0.0095,366.9039
8.3,0.0096,368.2975
8.4,0.0097,372.6823
8.5,0.0098,373.6751
8.6,0.01,378.4828
8.7,0.01,379.7593
8.8,0.0102,384.0852
8.9,0.0102,385.4054
9,0.0104,389.285
9.1,0.0105,391.3214
9.2,0.0106,394.7852
9.3,0.0107,396.4995
9.4,0.0108,399.6266
9.5,0.0109,402.8693
9.6,0.011,404.695
9.7,0.0112,408.1123
9.8,0.0113,409.8827
9.9,0.0114,413.723
10,0.0115,414.9923
10.1,0.0116,419.055
10.2,0.0117,420.0112
10.3,0.0118,424.163
10.4,0.0119,425.2854
10.5,0.0121,429.5723
10.6,0.0121,430.2207
10.7,0.0123,434.2397
10.8,0.0124,435.8396
10.9,0.0125,439.4487
11,0.0126,440.6576
11.1,0.0127,444.1247
11.2,0.0128,446.1677
11.3,0.0129,448.8655
11.4,0.013,451.3542
11.5,0.0132,453.4724
11.6,0.0133,456.571
11.7,0.0134,458.4587
11.8,0.0135,461.5445
11.9,0.0136,462.7896
12,0.0137,466.8057
12.1,0.0138,467.7068
12.2,0.0139,471.7284
12.3,0.014,472.3317
12.4,0.0142,476.4689
12.5,0.0142,477.1597
12.6,0.0144,481.2783
12.7,0.0145,482.2332
12.8,0.0146,485.6011
12.9,0.0147,487.202
13,0.0148,490.4603
13.1,0.0149,492.0545
13.2,0.015,494.8639
13.3,0.0152,497.3768
13.4,0.0153,499.5866
13.5,0.0154,502.0503
13.6,0.0155,503.7846
13.7,0.0156,506.9838
13.8,0.0157,508.0881
13.9,0.0158,511.9479
14,0.0159,512.564
14.1,0.0161,516.2306
14.2,0.0161,517.2098
14.3,0.0163,520.9107
14.4,0.0164,521.4491
14.5,0.0165,525.4133
14.6,0.0166,526.3781
14.7,0.0167,529.6664
14.8,0.0168,530.7563
14.9,0.0169,534.1953
15,0.017,535.6116
15.1,0.0172,538.29
15.2,0.0173,540.3076
15.3,0.0174,542.577
15.4,0.0175,545.144
15.5,0.0176,546.6887
15.6,0.0177,549.5055
15.7,0.0178,550.6719
15.8,0.0179,554.4424
15.9,0.018,554.9449
16,0.0182,558.4902
16.1,0.0183,559.1838
16.2,0.0184,563.01
16.3,0.0185,563.4969
16.4,0.0186,567.3175
16.5,0.0187,567.7108
16.6,0.0188,571.1675
