0,0.0006,39.9377
0.1,0.0006,40.2933
0.2,0.0007,48.0128
0.3,0.0009,60.1635
0.4,0.001,68.8923
0.5,0.0011,77.5289
0.6,0.0012,84.089
0.7,0.0014,91.9982
0.8,0.0014,97.7325
0.9,0.0016,104.8016
1,0.0017,109.4753
1.1,0.0018,115.0721
1.2,0.0019,122.0151
1.3,0.002,127.1518
1.4,0.0021,135.2043
1.5,0.0022,139.2405
1.6,0.0023,146.8568
1.7,0.0024,150.5144
1.8,0.0026,158.3122
1.9,0.0027,161.5939
2,0.0028,169.1134
2.1,0.0029,171.2834
2.2,0.003,178.5583
2.3,0.0031,182.0249
2.4,0.0032,188.1951
2.5,0.0033,191.4326
2.6,0.0035,197.5259
2.7,0.0035,201.7042
2.8,0.0037,206.7881
2.9,0.0038,210.9907
3,0.0039,215.532
3.1,0.004,220.8156
3.2,0.0041,224.2711
3.3,0.0042,229.9029
3.4,0.0043,232.9405
3.5,0.0045,238.8834
3.6,0.0046,241.585
3.7,0.0047,247.8552
3.8,0.0048,249.713
3.9,0.0049,256.2947
4,0.005,258.3221
4.1,0.0051,264.5297
4.2,0.0052,266.6096
4.3,0.0053,272.1691
4.4,0.0054,275.0786
4.5,0.0056,280.4738
4.6,0.0057,282.8929
4.7,0.0058,287.643
4.8,0.0059,291.458
4.9,0.006,295.2624
5,0.0061,299.0917
5.1,0.0062,302.3408
5.2,0.0063,307.4337
5.3,0.0064,309.7616
5.4,0.0066,315.0209
5.5,0.0067,316.9962
5.6,0.0068,322.4476
5.7,0.0069,324.0843
5.8,0.007,330.1518
5.9,0.0071,331.268
6,0.0072,336.8612
6.1,0.0073,338.9487
6.2,0.0075,344.2206
6.3,0.0075,345.8475
6.4,0.0077,351.3617
6.5,0.0078,353.3495
6.6,0.0079,357.694
6.7,0.008,360.7577
6.8,0.0081,364.4061
6.9,0.0082,368.2803
7,0.0083,371.0237
7.1,0.0084,375.1733
7.2,0.0086,377.4896
7.3,0.0087,382.4665
7.4,0.0088,384.2308
7.5,0.0089,389.1202
7.6,0.009,390.3868
7.7,0.0091,396.1253
7.8,0.0092,397.1219
7.9,0.0094,402.4788
8,0.0094,403.7807
8.1,0.0096,408.9393
8.2,0.0097,410.4829
8.3,0.0098,415.3977
8.4,0.0099,416.8773
8.5,0.01,421.4273
8.6,0.0101,424.2281
8.7,0.0102,427.2278
8.8,0.0103,430.3604
8.9,0.0105,433.5488
9,0.0106,437.2322
9.1,0.0107,439.1336
9.2,0.0108,443.6543
9.3,0.0109,445.0056
9.4,0.011,450.1194
9.5,0.0111,451.1881
9.6,0.0112,456.256
9.7,0.0113,456.7291
9.8,0.0115,462.1713
9.9,0.0115,463.3403
10,0.0117,467.9934
10.1,0.0118,468.9269
10.2,0.0119,473.9224
10.3,0.012,475.4005
10.4,0.0121,479.4022
10.5,0.0122,481.4534
10.6,0.0123,484.7097
10.7,0.0124,487.8139
10.8,0.0126,490.2365
10.9,0.0127,493.263
11,0.0128,495.272
11.1,0.0129,500.1562
11.2,0.013,500.8985
11.3,0.0131,505.2509
11.4,0.0132,506.2305
11.5,0.0134,510.9902
11.6,0.0134,511.6473
11.7,0.0136,516.7369
11.8,0.0137,517.0601
11.9,0.0138,521.5362
12,0.0139,522.8755
12.1,0.014,527.3085
12.2,0.0141,527.9555
12.3,0.0142,532.0182
12.4,0.0143,534.2638
12.5,0.0145,537.2544
12.6,0.0145,539.3934
12.7,0.0147,542.1666
12.8,0.0148,545.3328
12.9,0.0149,547.0089
13,0.015,550.84
13.1,0.0151,551.8668
13.2,0.0152,555.8627
13.3,0.0153,557.0572
13.4,0.0155,561.2549
13.5,0.0155,561.4436
13.6,0.0157,566.323
13.7,0.0158,566.7699
13.8,0.0159,571.2912
13.9,0.016,571.7447
14,0.0161,576.0169
14.1,0.0162,576.954
14.2,0.0164,580.7942
14.3,0.0164,582.2038
14.4,0.0166,585.291
14.5,0.0167,587.6573
14.6,0.0168,589.9822
14.7,0.0169,592.5285
14.8,0.017,594.3517
14.9,0.0171,598.1244
15,0.0172,599.0894
15.1,0.0173,602.7957
15.2,0.0174,603.425
15.3,0.0176,607.7524
15.4,0.0177,607.9992
