0,0.0022,3.0305
0.1,0.0023,3.185
0.2,0.0024,9.1869
0.3,0.0025,21.1514
0.4,0.0027,28.8319
0.5,0.0028,31.8395
0.6,0.0029,37.7506
0.7,0.003,40.0866
0.8,0.0032,45.4415
0.9,0.0032,46.7653
1,0.0034,52.0914
1.1,0.0034,54.4351
1.2,0.0036,59.0344
1.3,0.0037,61.189
1.4,0.0038,65.2587
1.5,0.0039,68.2247
1.6,0.004,71.2142
1.7,0.0041,74.5521
1.8,0.0042,77.0418
1.9,0.0044,80.782
2,0.0045,82.4672
2.1,0.0046,86.8511
2.2,0.0047,87.975
2.3,0.0048,92.5802
2.4,0.0049,93.8054
2.5,0.005,98.2623
2.6,0.0051,99.0789
2.7,0.0053,104.0469
2.8,0.0053,104.6352
2.9,0.0055,109.179
3,0.0056,110.196
3.1,0.0057,114.0719
3.2,0.0058,116.0357
3.3,0.0059,119.1903
3.4,0.006,121.155
3.5,0.0061,124.1786
3.6,0.0062,127.0363
3.7,0.0064,128.9411
3.8,0.0065,132.128
3.9,0.0066,133.6776
4,0.0067,137.4441
4.1,0.0068,138.2714
4.2,0.0069,142.3009
4.3,0.007,142.9745
4.4,0.0071,146.923
4.5,0.0072,147.526
4.6,0.0074,151.8942
4.7,0.0074,151.8655
4.8,0.0076,156.1264
4.9,0.0077,156.9295
5,0.0078,160.2391
5.1,0.0079,161.4049
5.2,0.008,164.8757
5.3,0.0081,166.1684
5.4,0.0083,168.6233
5.5,0.0083,170.6256
5.6,0.0085,172.6962
5.7,0.0086,175.4333
5.8,0.0087,176.5055
5.9,0.0088,179.442
6,0.0089,180.1423
6.1,0.009,183.7832
6.2,0.0091,184.1264
6.3,0.0093,187.5529
6.4,0.0093,187.5545
6.5,0.0095,191.5336
6.6,0.0096,191.3498
6.7,0.0097,195.1226
6.8,0.0098,195.1494
6.9,0.0099,198.3858
7,0.01,199.2454
7.1,0.0102,202.0465
7.2,0.0102,202.3255
7.3,0.0104,204.8691
7.4,0.0105,206.7857
7.5,0.0106,207.8046
7.6,0.0107,209.9128
7.7,0.0108,211.0418
7.8,0.0109,213.5418
7.9,0.011,213.7392
8,0.0111,216.7236
8.1,0.0112,216.7206
8.2,0.0114,219.703
8.3,0.0114,219.6487
8.4,0.0116,223.1124
8.5,0.0117,222.4369
8.6,0.0118,225.6514
8.7,0.0119,225.8695
8.8,0.012,228.6203
8.9,0.0121,228.6241
9,0.0123,231.4052
9.1,0.0123,231.8427
9.2,0.0125,233.777
9.3,0.0126,234.8521
9.4,0.0127,236.2689
9.5,0.0128,238.0207
9.6,0.0129,238.8449
9.7,0.013,240.5944
9.8,0.0131,240.9214
9.9,0.0133,243.6677
10,0.0133,243.4049
10.1,0.0135,246.1025
10.2,0.0136,245.5223
10.3,0.0137,248.577
10.4,0.0138,247.9925
10.5,0.0139,251.0774
10.6,0.014,250.6394
10.7,0.0141,253.2693
10.8,0.0142,253.5375
10.9,0.0144,255.8935
11,0.0145,255.9768
11.1,0.0146,258.0095
11.2,0.0147,259.2193
11.3,0.0148,260.4295
11.4,0.0149,261.6231
11.5,0.015,262.7465
11.6,0.0151,264.5919
11.7,0.0152,264.8313
11.8,0.0154,267.5922
11.9,0.0155,267.3243
12,0.0156,269.8722
12.1,0.0157,269.828
12.2,0.0158,272.7682
12.3,0.0159,272.0704
12.4,0.016,275.3175
12.5,0.0161,275.0949
12.6,0.0163,277.64
12.7,0.0163,277.528
12.8,0.0165,280.3951
12.9,0.0166,280.4124
13,0.0167,282.3757
13.1,0.0168,283.3325
13.2,0.0169,284.9224
13.3,0.017,286.3573
13.4,0.0171,287.2227
13.5,0.0172,288.9461
13.6,0.0173,289.3624
13.7,0.0175,292.2919
13.8,0.0176,291.9576
13.9,0.0177,294.517
14,0.0178,294.3426
14.1,0.0179,297.5498
14.2,0.018,296.7603
14.3,0.0181,300.0581
14.4,0.0182,299.4268
14.5,0.0184,302.32
14.6,0.0184,302.4479
14.7,0.0186,305.0515
14.8,0.0187,304.8741
14.9,0.0188,307.2306
15,0.0189,308.4137
15.1,0.019,309.7119
15.2,0.0191,310.8465
15.3,0.0192,312.0368
15.4,0.0194,314.2827
15.5,0.0195,314.3509
15.6,0.0196,316.9879
15.7,0.0197,317.0495
15.8,0.0198,319.7225
15.9,0.0199,319.4177
16,0.02,322.7269
16.1,0.0201,321.8355
16.2,0.0203,325.271
16.3,0.0203,325.0906
16.4,0.0205,327.6649
16.5,0.0206,327.6474
16.6,0.0207,330.425
16.7,0.0208,330.7868
16.8,0.0209,333.0358
16.9,0.021,333.8357
17,0.0211,335.6765
17.1,0.0212,337.6414
17.2,0.0214,338.7184
17.3,0.0215,340.8598
17.4,0.0216,341.759
17.5,0.0217,344.8411
17.6,0.0218,345.179
17.7,0.0219,348.2056
17.8,0.022,348.245
17.9,0.0222,351.9065
18,0.0222,351.6498
18.1,0.0224,355.352
18.2,0.0225,355.1895
18.3,0.0226,358.234
18.4,0.0227,359.0259
18.5,0.0228,362.237
18.6,0.0229,362.169
18.7,0.023,365.0652
18.8,0.0231,366.6237
18.9,0.0233,368.451
19,0.0233,370.0632
19.1,0.0235,371.6692
19.2,0.0236,374.0916
19.3,0.0237,374.7868
19.4,0.0238,378.0564
19.5,0.0239,378.3935
19.6,0.024,381.5435
19.7,0.0241,381.876
19.8,0.0243,385.6383
19.9,0.0243,385.1188
20,0.0245,388.9513
20.1,0.0246,389.1042
20.2,0.0247,392.2717
20.3,0.0248,392.5315
20.4,0.0249,396.1335
20.5,0.025,396.2148
20.6,0.0251,398.9846
20.7,0.0252,400.3336
20.8,0.0254,402.2944
20.9,0.0255,404.3444
21,0.0256,405.7831
21.1,0.0257,407.8675
21.2,0.0258,408.8678
21.3,0.0259,412.0111
21.4,0.026,412.3373
21.5,0.0261,415.427
21.6,0.0262,415.6412
21.7,0.0264,419.3644
21.8,0.0264,419.0782
21.9,0.0266,422.8315
22,0.0267,422.8605
22.1,0.0268,426.1859
22.2,0.0269,426.4908
22.3,0.027,429.8841
22.4,0.0271,429.8705
22.5,0.0273,433.005
22.6,0.0273,434.3168
22.7,0.0275,436.043
22.8,0.0276,437.6729
22.9,0.0277,439.73
23,0.0278,441.5398
23.1,0.0279,442.5954
23.2,0.028,445.324
23.3,0.0281,445.8383
23.4,0.0283,449.0834
23.5,0.0283,449.2522
23.6,0.0285,452.6074
23.7,0.0286,452.1668
23.8,0.0287,455.9971
23.9,0.0288,456.0557
24,0.0289,459.2208
24.1,0.029,459.2028
24.2,0.0291,462.6732
24.3,0.0292,462.9963
24.4,0.0294,465.8769
24.5,0.0295,466.5156
24.6,0.0296,468.7704
24.7,0.0297,470.5711
24.8,0.0298,472.028
24.9,0.0299,473.524
25,0.03,474.8798
25.1,0.0301,477.9321
25.2,0.0302,478.1508
25.3,0.0304,480.95
25.4,0.0305,481.209
25.5,0.0306,484.5478
25.6,0.0307,484.293
25.7,0.0308,487.9883
25.8,0.0309,487.6904
25.9,0.031,490.8836
26,0.0311,491.2043
26.1,0.0313,494.5486
26.2,0.0313,494.3812
26.3,0.0315,497.4222
26.4,0.0316,498.4732
26.5,0.0317,500.6017
26.6,0.0318,501.6143
26.7,0.0319,503.591
26.8,0.032,505.5521
26.9,0.0321,506.4284
27,0.0322,509.0708
27.1,0.0324,509.634
27.2,0.0325,512.1595
27.3,0.0326,512.7679
27.4,0.0327,515.9224
27.5,0.0328,515.5458
27.6,0.0329,519.0745
27.7,0.033,518.9926
27.8,0.0331,522.3442
27.9,0.0332,522.1265
28,0.0334,525.4049
28.1,0.0334,525.424
28.2,0.0336,528.3572
28.3,0.0337,528.9346
28.4,0.0338,531.2973
28.5,0.0339,532.524
28.6,0.034,534.1827
28.7,0.0341,535.837
28.8,0.0342,536.9957
28.9,0.0344,539.7385
29,0.0345,540.3505
29.1,0.0346,542.8281
29.2,0.0347,543.1352
29.3,0.0348,546.4719
29.4,0.0349,546.1831
29.5,0.035,549.9068
29.6,0.0351,549.5696
29.7,0.0353,552.5953
29.8,0.0353,552.9599
29.9,0.0355,556.1633
30,0.0356,556.0249
30.1,0.0357,559.1492
30.2,0.0358,559.9333
30.3,0.0359,562.0105
30.4,0.036,563.121
30.5,0.0361,565.3919
30.6,0.0362,566.81
30.7,0.0364,567.9664
30.8,0.0365,570.509
30.9,0.0366,571.3794
31,0.0367,573.9227
31.1,0.0368,574.2662
31.2,0.0369,577.4818
31.3,0.037,577.1438
31.4,0.0372,580.9425
31.5,0.0372,580.7296
31.6,0.0374,583.791
31.7,0.0374,583.7539
31.8,0.0376,587.4016
31.9,0.0377,587.2131
32,0.0378,590.3594
32.1,0.0379,590.7174
32.2,0.038,593.4126
32.3,0.0381,594.644
32.4,0.0383,596.6787
32.5,0.0383,597.819
32.6,0.0385,599.4583
32.7,0.0386,602.0037
32.8,0.0387,602.7495
